:ID;authorName:string
6756022;Yao-gong Wang
6756023;Xiao-ning Zhang
6756024;Zhen-tao Tu
6756025;Chun-liang Liu
6756026;Kam Leung Yeung
6756027;J. Kuze
6756028;K. Ukai
6756029;Kee-Jeong Yang
6756030;Yun Seon Do
6756031;Byeong-Dae Choi
6756032;Jianjie Zheng
6756033;Enyu Zhou
6756034;Zheng Chen
6756035;Denghui Xu
6756036;Young-Jun Yun
6756037;Byung-Geun Jun
6756038;Yong-Kyeom Kim
6756039;Jung-Won Lee
6756040;Yong-Min Lee
6756041;Chung-Min Yu
6756042;Kuo-Chen Wu
6756043;Chung-Ming Wang
6756044;Yoochae Chung
6756045;Chang-Hyeon Sung
6756046;Jin-Ho Kim
6756047;Seung-Min Chae
6756048;Myung-Je Jeon
6756049;Bongkoo Kang
6756050;Jee-Gong Chang
6756051;Yu-Bin Fang
6756052;Shin-Pon Ju
6756053;Jin-Yuan Hsieh
6756054;Zhijun Wu
6756055;Hengqun Guo
6756056;Jiaxian Wang
6756057;Jin-Ho Ahn
6756058;Pradeep Kumar 0002
6756059;Ashish Singhal
6756060;Rajkumar Saini
6756061;Partha Pratim Roy 0001
6756062;Debi Prosad Dogra
6756063;Ishwar Prasad Sahu
6756064;D. P. Bisen
6756065;Nameeta Brahme
6756066;Bo Young Kim
6756067;Seok Jae Lee
6756068;Ja-Ryong Koo
6756069;Song Eun Lee
6756070;Kum Hee Lee
6756071;Seung Soo Yoon
6756072;Young Kwan Kim
6756073;Shuyi Luo
6756074;V. B. Taxak
6756075;Rajesh Kumar
6756076;J. K. Makrandi
6756077;S. P. Khatkar
6756078;Vytautas Dumbrava
6756079;Chih-Hung Lin
6756080;Tzung-Her Chen
6756081;Chun-Wei Chiu
6756082;Bor-Jiunn Wen
6756083;T. S. Liu 0001
6756084;Jing Xiao
6756085;Chunjun Liang
6756086;Ying Xu
6756087;Po-Chang Wu
6756088;Hsuan-Tsung Hsu
6756089;Hsin-Li Chen
6756090;M. J. Jeon
6756091;J. G. Han
6756092;Abdeldjalil Madi
6756093;Djemel Ziou
6756094;W. S. Kim
6756095;S. J. Elston
6756096;E. P. Raynes
6756097;C. H. Sung
6756098;J. H. Kim
6756099;Y. C. Chung
6756100;Li Wang
6756101;Yu Luo
6756102;Junwen Yuan
6756103;Yucheng Ding
6756104;Jun Wang
6756105;Shuangling Lou
6756106;Cheonshik Kim
6756107;Dongkyoo Shin
6756108;Lu Leng
6756109;Ching-Nung Yang
6756110;Hyung Ki Hong
6756111;Juun Park
6756112;SeungChul Lee
6756113;HyunHo Shin
6756114;Zhi-Hu Liang
6756115;Chun-Liang Liu
6756116;Zu-Jun Liu
6756117;M. S. Chung
6756118;S. C. Lee
6756119;K. S. Lee
6756120;J. S. Kim
6756121;Chun-Cheng Hsu
6756122;Shih-Cheng Fann
6756123;Ming-Chuen Chuang
6756124;Yu-Ming Chang
6756125;Chien-Yu Lin
6756126;Yi-Kuan Lee
6756127;Hsin-His Lai
6756128;Jun Xia
6756129;Di Qu
6756130;Haining Yang
6756131;Jiejie Chen
6756132;Wenliang Zhu
6756133;Xiufang Li
6756134;Zhaoyue Lv
6756135;Yumeng Shi
6756136;Daniela Giordano
6756137;Francesco Maiorana
6756138;Rosalia Leonardi
6756139;Atanas Boev
6756140;Robert Bregovic
6756141;Atanas P. Gotchev
6756142;Moojin Kim
6756143;Guanghai Jin
6756144;Kyung-Bo Kim
6756145;Jonghyun Song
6756146;Chun-Tsai Wang
6756147;Chia-Her Lin
6756148;Chien-Yue Chen
6756149;Tsung-Yen Hsieh
6756150;Qing-Long Deng
6756151;Wei-Chia Su
6756152;Zhi-Sheng Cheng
6756153;J. Y. Kim
6756154;Roger J. Mortimer
6756155;Aubrey L. Dyer
6756156;John R. Reynolds
6756157;Tommi Heikkinen
6756158;Timo Ojala
6756159;Regina W. Y. Wang
6756160;Mu-Chien Chou
6756161;Xue-Yin Jiang
6756162;Zhi-Lin Zhang
6756163;Wen-Qing Zhu
6756164;Shao-Hong Xu
6756165;Jong S. Park
6756166;Jae Pil Kim
6756167;Chungkun Song
6756168;Myungwon Lee
6756169;Yuhui Zheng
6756170;Yanfen Zhang
6756171;Jieshan Wu
6756172;Haijie Zhang
6756173;Jieqiong Liu
6756174;Liwen Yao
6756175;Chuqin Yang
6756176;Jintai Lin
6756177;Qianming Wang
6756178;Heejun Yun
6756179;Yurim An
6756180;Sangmoon Park
6756181;Qicheng Ding
6756182;Ian H. Stevenson
6756183;Ninghua Wang
6756184;Wei Li
6756185;Yao Sun
6756186;Qining Wang
6756187;Konrad P. Körding
6756188;Kunlin Wei
6756189;Manuel Rodríguez-Vallejo
6756190;Vicente Ferrando
6756191;Diego Montagud
6756192;Juan A. Monsoriu
6756193;Walter D. Furlan
6756194;Eva Siegenthaler
6756195;Pascal Wurtz
6756196;Per Bergamin
6756197;Rudolf Groner
6756198;Chien-Jung Huang
6756199;Teen-Hang Meen
6756200;S. L. Wu
6756201;C. C. Kang
6756202;Debojyoti Bhattacharyya
6756203;Bodhisattwa Chowdhury
6756204;Tirthankar Chatterjee
6756205;Madhusudan Pal
6756206;Dhurjati Majumdar
6756207;Stephen A. Palmisano
6756208;Rebecca Mursic
6756209;Juno Kim
6756210;Changhui Tian
6756211;Changchun Zhu
6756212;Xinghui Liu
6756213;Xiaoli Wang
6756214;Qikun Wang
6756215;Türker Tuncer
6756216;Engin Avci
6756217;Paul Hands
6756218;Jenny C. A. Read
6756219;Taeil Jung
6756220;Jung Hun Choi
6756221;Seung Jun Lee
6756222;Seung Ho Jang
6756223;Seung Jun Han
6756224;Jin Song
6756225;Dashan Qin
6756226;Yuhuan Chen
6756227;Wenbo Wang
6756228;Shana Smith
6756229;Shih-Hang Fu
6756230;Sarah Sharples
6756231;Jennifer L. Martin
6756232;Alexandra R. Lang
6756233;Michael P. Craven
6756234;Sonja O'Neill
6756235;Julie Barnett
6756236;Der-Chyuan Lou
6756237;Hong-Hao Chen
6756238;Hsien-Chu Wu
6756239;Chwei-Shyong Tsai
6756240;Z. G. Pan
6756241;P. Wang
6756242;John H. Xin
6756243;M. M. Zhang
6756244;Hui-Liang Shen
6756245;Linsen Li
6756246;Min Guan
6756247;Guohua Cao
6756248;Yiyang Li
6756249;Yiping Zeng
6756250;Rong Wang
6756251;Zheng Geng
6756252;Zhaoxing Zhang
6756253;Renjing Pei
6756254;Xiangbing Meng
6756255;Joon-Young Song
6756256;Se-Young Choi
6756257;Frederik Krebs
6756258;Tsung-Nan Lin
6756259;Kai-Jie Chan
6756260;Matteo Biancardo
6756261;Roberto Argazzi
6756262;Carlo A. Bignozzi
6756263;Takehiko Bando
6756264;Atsuhiko Iijima
6756265;Sumio Yano
6756266;Gwon Hwan An
6756267;Yong Deok Ahn
6756268;Siyeong Lee
6756269;Suk-Ju Kang
6756270;Chris Crockford
6756271;Harry W. Agius
6756272;Clarence E. Rash
6756273;Hanui Yu
6756274;Takeshi Akita
6756275;Takaaki Koga
6756276;Naoko Sano
6756277;Behrang Keshavarz
6756278;Heiko Hecht
6756279;Lisa Zschutschke
6756280;D.-H. Lee
6756281;J. S. Choi
6756282;H. Chae
6756283;C.-H. Chung
6756284;S. M. Cho
6756285;D. W. Zhao
6756286;S. F. Song
6756287;F. J. Zhang
6756288;S. L. Zhao
6756289;C. Xu
6756290;Z. Xu
6756291;Seung-Ryeol Kim
6756292;Seung-Hyuck Lee
6756293;Jeong-Sik Kim
6756294;Dong-Hwan Jeon
6756295;Seung-Woo Lee
6756296;Young-Cheol Yang
6756297;Zhigang Zheng
6756298;Jianru Shi
6756299;Wenyi Cao
6756300;Chantal N. de Boer
6756301;Ria Verleur
6756302;Ard Heuvelman
6756303;Hiroyasu Ujike
6756304;Kazuhiko Ukai
6756305;Kenji Nihei
6756306;Jonathan Dobres
6756307;Nadine Chahine
6756308;Bryan Reimer
6756309;David Gould
6756310;Nan Zhao
6756311;Pieter Bauwens
6756312;Ann Monté
6756313;Wim Christiaens
6756314;Jan Doutreloigne
6756315;Jan Vanfleteren
6756316;Tze-An Liu
6756317;Hsing-Cheng Yu
6756318;Shih-Fang Chen
6756319;Yuh-Chuan Cheng
6756320;Jin-Sung Kim
6756321;Sang-Jun Min
6756322;Dong Cheol Jeong
6756323;Richard H. Y. So
6756324;Zong Qin
6756325;Juan J. Giner-Casares
6756326;María T. Martín-Romero
6756327;Luis Camacho
6756328;Blanca Cocho Martinez
6756329;Duncan Cadd
6756330;Christopher Pearson
6756331;Michael C. Petty
6756332;Jingang Hao
6756333;Shengyi Yang
6756334;Sunwoong Kim
6756335;Donghyeon Lee
6756336;Hyun Kim
6756337;Nguyen Xuan Truong
6756338;Rui Ni
6756339;Bobby Nguyen
6756340;Yan Zhuo
6756341;Gary E. Burnett
6756342;Glyn Lawson
6756343;Richard Donkor
6756344;Yukiyo Kuriyagawa
6756345;Sungwook Youn
6756346;Sangwook Baek
6756347;Taeuk Jeong
6756348;Chulhee Lee
6756349;Peter A. Howarth
6756350;Xinjun Xu
6756351;Gui Yu
6756352;Yunqi Liu
6756353;Daoben Zhu
6756354;Gábor Kutas
6756355;Youngshin Kwak
6756356;Péter Bodrogi
6756357;Du-Sik Park
6756358;Seong-Deok Lee
6756359;Heui-Keun Choh
6756360;Chang-Yeong Kim
6756361;Michael E. Becker
6756362;Thomas S. Varley
6756363;Hyun Woo Lee
6756364;Hye Jeong Kim
6756365;Young Seok Kim
6756366;Jwajin Kim
6756367;Ho Won Lee
6756368;Huishan Yang
6756369;Yanwei Shi
6756370;Yi Zhao
6756371;Yanlong Meng
6756372;Wei Hu
6756373;Jingying Hou
6756374;Shiyong Liu
6756375;John P. McIntire
6756376;Paul R. Havig
6756377;Eric E. Geiselman
6756378;Sue Cobb
6756379;Amanda Moody
6756380;John R. Wilson
6756381;Tae-Ho Lee
6756382;Jae-Chul Jung
6756383;Ohyung Kwon
6756384;Sang-Kook Lee
6756385;Joong-Kyun Kim
6756386;Zhi-Guo Wang
6756387;Weilin Liu
6756388;Fu Guo
6756389;Guoquan Ye
6756390;Xiaoning Liang
6756391;Sumei Huang
6756392;Y. Yao
6756393;C. Jin
6756394;Z. Sun
6756395;Z. J. Dong
6756396;Jongsu Oh
6756397;KeeChan Park
6756398;Yong-Sang Kim
6756399;Yuehong Yin
6756400;Xiong Li
6756401;Ming Li
6756402;Bingguo Liu
6756403;Feng Teng
6756404;Saeed Mahmoudpour
6756405;Manbae Kim
6756406;Huajie Song
6756407;Donghua Chen
6756408;Wangjun Tang
6756409;Yuhua Peng
6756410;Yuki Nakayama
6756411;Yuji Takano
6756412;Masaki Matsubara
6756413;Kenji Suzuki
6756414;Hiroko Terasawa
6756415;Rui Li
6756416;Yingjie Victor Chen
6756417;Chunfa Sha
6756418;Zhangping Lu
6756419;M. J. Murdoch
6756420;Zhilin Zhang
6756421;J. Ibañez
6756422;E. Garcia
6756423;L. Gil
6756424;M. Mollar
6756425;B. Marí
6756426;Xia Lei
6756427;Rong Jiang
6756428;Juan Zhao
6756429;Jun-Wei Chen
6756430;Chao-Ran Wang
6756431;Tsu-Ruey Chou
6756432;Wei-Ting Chen
6756433;Chih-yu Chao
6756434;Kuo-Chen Huang
6756435;Xin-Jia Li
6756436;Yao-Yu Wang
6756437;Qi-Zhen Shi
6756438;Kyoung Moon Lim
6756439;KyungEon Lee
6756440;Myoung Kee Baek
6756441;Bu Yeol Lee
6756442;In-Hyuk Song
6756443;Jae-Sung Yu
6756444;Hye-Jin Lee
6756445;Kwang Ho Jang
6756446;Yong-In Park
6756447;Yong Su Yoo
6756448;HoChul Kang
6756449;Chang-Dong Kim
6756450;Deuk Su Lee
6756451;In-Byung Kang
6756452;George A. Geri
6756453;Rob Gray
6756454;Richard Grutzmacher
6756455;Ming-Da Ke
6756456;Pei-Jung Wu
6756457;Cheng-Deng Kuo
6756458;Bao-Jen Pong
6756459;Yueh-Yi Lai
6756460;Weiwei Jiang
6756461;Fang Cao
6756462;Bowen An
6756463;Jinwei Wang
6756464;Dengpan Ye
6756465;Huili Wang
6756466;Elizabeth Crundall
6756467;David R. Large
6756468;Amine Laghrib
6756469;Fatimzehrae Aitbella
6756470;Abdelilah Hakim
6756471;Pen-Cheng Wang
6756472;Alan G. MacDiarmid
6756473;Alf Ove Braseth
6756474;Trond Are Øritsland
6756475;HyungKi Hong
6756476;Xiaoyue Ma
6756477;Nada Matta
6756478;Jean-Pierre Cahier
6756479;Chunxiu Qin
6756480;Yanjie Cheng
6756481;Zhi Gang Chen
6756482;Young-Ho Kim
6756483;Yasuhiro Takaki
6756484;Ting Zhang
6756485;Hao Dai
6756486;Jiuyan Li
6756487;Jason D. Moss
6756488;Jon Austin
6756489;James Salley
6756490;Julie Coats
6756491;Krysten Williams
6756492;Eric R. Muth
6756493;Seokhwa Jeong
6756494;Changhun Cho
6756495;Jaehwan Jeon
6756496;Joonki Paik
6756497;Ta-Hsiung Cho
6756498;Chien-Yu Chen 0003
6756499;Kun-Shiang Chen
6756500;Li-Te Yin
6756501;Hock Chuan Chan
6756502;Vassilis Tsagaris
6756503;Vassilis Anastassopoulos
6756504;Jacopo Iannacci
6756505;Kuo-Yung Hung
6756506;Chih-Chun Pei
6756507;Chih-Jen Hu
6756508;Tun-Chun Yang
6756509;Moon-Cheol Kim
6756510;Jeongrim Seo
6756511;Dowon Kim
6756512;Richard A. Tyrrell
6756513;Benjamin R. Stephens
6756514;Tzu-Chieh Lin
6756515;Sheng-Fa Liu
6756516;Chih-Yu Chao
6756517;Jin-Jei Wu
6756518;Li-Yuan Kuo
6756519;Shih-Hung Fan
6756520;Shuo-Sian Wei
6756521;Cheng-Chung Peng
6756522;Yuhren Shen
6756523;Priyanka Singh
6756524;Balasubramanian Raman
6756525;Hyungoo Kang
6756526;Su-Lun Hwang
6756527;Hui-Tzu Kuo
6756528;Bart Van Giel
6756529;Youri Meuret
6756530;Lawrence Bogaert
6756531;Hüseyin Murat
6756532;Hugo Thienpont
6756533;Yongduk Kim
6756534;Sekwang Park
6756535;Ju-Ai Ruan
6756536;Hom Nath Luitel
6756537;Rumi Chand
6756538;Takanori Watari
6756539;Fang-Wu Tung
6756540;Yi-Shin Deng
6756541;Chien-Hsiung Chen
6756542;Shu-Ying Chiang
6756543;Alexander Toet
6756544;Yu-Hung Chien
6756545;K. C. Singh
6756546;Paula Cembrero-Coca
6756547;Ishwar Singh
6756548;Devender Singh
6756549;Subhash Chand
6756550;Wenlong Xu
6756551;Chin-Chen Chang 0001
6756552;Tung-Shou Chen
6756553;Liangmin Wang
6756554;Chih-Chen Tseng
6756555;Shie-Chang Jeng
6756556;Naoki Isu
6756557;Takuya Hasegawa
6756558;Ichiro Takeuchi
6756559;Akihiro Morimoto
6756560;Xiaoqing Tang
6756561;Lei Zhang
6756562;Masahiro Suzuki
6756563;Kazutake Uehira
6756564;Kyoung-Bo Kim
6756565;Francesco Leccese
6756566;Giacomo Salvadori
6756567;Michele Rocca
6756568;Joonyoup Kim
6756569;C. K. Suman
6756570;Seunguk Noh
6756571;Changhee Lee
6756572;Xinwen Zhang
6756573;Zhaoxin Wu
6756574;Bo Jiao
6756575;Dongdong Wang
6756576;Dawei Wang
6756577;Xun Hou
6756578;Hee-Chang Jung
6756579;Chung-Won Lee
6756580;Gu-Jin Lin
6756581;Rui-Jie Xiang
6756582;I-An Yao
6756583;Chiu-Lien Yang
6756584;Jy-Shan Hsu
6756585;Ajaya Kumar Dash
6756586;Santosh Kumar Behera
6756587;Kohei Tsugita
6756588;Tomohiko Edura
6756589;Masayuki Yahiro
6756590;Chihaya Adachi
6756591;Jae Kwang Lim
6756592;Byung-Tae Choi
6756593;Heung-Sik Tae
6756594;Y. Q. Zhan
6756595;J. Zhou
6756596;Y. C. Zhou
6756597;Y. Wu
6756598;E. G. Obbard
6756599;X. M. Ding
6756600;X. Y. Hou
6756601;Justin Mittelstaedt
6756602;Jan Wacker
6756603;Dirk Stelling
6756604;Hongmei Zhang
6756605;Jianjian Xiao
6756606;Wenjin Zeng
6756607;Wei Huang
6756608;Yi-Jung Liu
6756609;Tsung-Yuan Tsai
6756610;Kuo-Hui Yu
6756611;Der-Feng Guo
6756612;Li-Yang Chen
6756613;Tsung-Han Tsai
6756614;Wen-Chau Liu
6756615;Özge Kumoglu
6756616;Nilgün Olguntürk
6756617;Dilek Guvenc
6756618;Weibin Chen
6756619;Peifu Gu
6756620;Piao-Rong Xu
6756621;Ruo-He Yao
6756622;Su Hwan Kim
6756623;Jee-Hyun Kim
6756624;Shin-Won Kang
6756625;Jian-Chiun Liou
6756626;Fan-Gang Tseng
6756627;Yong Jia
6756628;Vasilios G. Chouvardas
6756629;Amalia N. Miliou
6756630;Miltiadis K. Hatalis
6756631;Xiaohong Chen 0001
6756632;Ming Liu
6756633;Fion C. H. Lee
6756634;Alan H. S. Chan
6756635;Chandan Singh
6756636;Ashutosh Aggarwal
6756637;Simon K. Rushton
6756638;Robert S. Allison
6756639;Zygmunt Pizlo
6756640;Voicu Popescu
6756641;Steve Price
6756642;David A. Sanders
6756643;Giles Tewkesbury
6756644;Kazuki Nakamura
6756645;Kenji Kanazawa
6756646;Norihisa Kobayashi
6756647;Jorge Gonçalves
6756648;Simo Hosio
6756649;Yong Liu
6756650;Vassilis Kostakos
6756651;Robert B. Welch
6756652;Anthony Chad Sampanes
6756653;Der-Song Lee
6756654;Kong-King Shieh
6756655;I-Hsuan Shen
6756656;Emily H. Sinitski
6756657;A. A. Thompson
6756658;P. Godsell
6756659;J. Honey
6756660;M. Besemann
6756661;Makoto Abe
6756662;Noriyasu Homma
6756663;Matthew E. St. Pierre
6756664;Salil Banerjee
6756665;Adam W. Hoover
6756666;Hyeongseok Kim
6756667;Jaesung Lee
6756668;Min-Yuan Ma
6756669;Jing-Song Huang
6756670;D. Vázquez-Moliní
6756671;A. Álvarez Fernández-Balbuena
6756672;E. Bernabéu
6756673;J. Alda
6756674;Yasser Mafinejad
6756675;Abbas Z. Kouzani
6756676;M. Nassabi
6756677;Y. Lim
6756678;Khalil Mafinezhad
6756679;Chiuhsiang Joe Lin
6756680;Yao-Hung Hsieh
6756681;Hsiao-Ching Chen
6756682;James C. Chen
6756683;Zichuan Yi
6756684;Lingling Shui
6756685;Li Wang 0037
6756686;Mingliang Jin
6756687;Robert A. Hayes
6756688;Guofu Zhou
6756689;Richard R. Goodenough
6756690;Johnell O. Brooks
6756691;Christopher Pagano
6756692;Douglas F. Evans
6756693;Ping Wang
6756694;He-Liang Fan
6756695;Yan-Bo He
6756696;Hai-Fang Huang
6756697;Cai-Cai Zhu
6756698;Xi-Cun Gao
6756699;Hong Xu
6756700;Bin Wei
6756701;Min-Cheol Oh
6756702;Jun-Hwan Park
6756703;Hyeong Jin Jeon
6756704;Jeung Sang Go
6756705;Enhai Song
6756706;Daoyun Zhu
6756707;Junqin Feng
6756708;Yanting Yang
6756709;Zhixiang Gao
6756710;Hong Lin 0002
6756711;Hua Wang
6756712;Bingshe Xu
6756713;Wan-Ting Su
6756714;Dong Hyung Lee
6756715;Hyung Jin Yang
6756716;Jaehoon Park
6756717;Xutao Sun
6756718;Zhen-Rong Zheng
6756719;Xu Liu
6756720;Munetaka Maruyama
6756721;Hisao Yanagi
6756722;Jac Billington
6756723;Michele Furlan
6756724;John Wann
6756725;Cheng-Min Tsai
6756726;Shing-Sheng Guan
6756727;Andreas M. Baranowski
6756728;Kristina Keller
6756729;Julia Neumann
6756730;Wen-Hung Kuo
6756731;Po-Hung Lin
6756732;Xiao Wang
6756733;Yanqiong Zheng
6756734;Yang Lin
6756735;Hao Zhang
6756736;Jianhua Zhang
6756737;Lu-Ping Chao
6756738;Jiong-shiun Hsu
6756739;Wen-Chin Tsai
6756740;Ming-Chi Chen
6756741;Jinook Kim
6756742;Tae-Joon Song
6756743;Ju Hyuk Kim
6756744;Seong-Pil Cho
6756745;Myoung Su Yang
6756746;In-Byeong Kang
6756747;Yong Kee Hwang
6756748;In-Jae Chung
6756749;Xiaoming Wu
6756750;Zhiqiang Jiao
6756751;Yulin Hua
6756752;Wentao Bi
6756753;Juanjuan Bai
6756754;Xue Mu
6756755;Shougen Yin
6756756;Jiajin Zheng
6756757;G. H. Zhang
6756758;Y. L. Hua
6756759;K. W. Wu
6756760;F. J. Zhu
6756761;X. Niu
6756762;J. L. Hui
6756763;S. Liu
6756764;X. M. Wu
6756765;S. G. Yin
6756766;J. C. Deng
6756767;Byung-Yun Joo
6756768;Dong-Ho Shin
6756769;Hanyu Lin
6756770;Nina Schaffert
6756771;Andrew Godbout
6756772;Sebastian Schluter
6756773;Klaus Mattes
6756774;Ching-Lin Fan
6756775;Chun-Yuan Chen
6756776;Fan-Ping Tseng
6756777;Chuang-Cheng Yang
6756778;Kuo-En Chien
6756779;Yu-Hao Hsiao
6756780;María Isabel Suero
6756781;Pedro J. Pardo
6756782;Ángel Luis Pérez
6756783;Graham K. Edgar
6756784;Kuei-Chu Hsu
6756785;Hsin-Ta Lee
6756786;Haruhiko Nagai
6756787;Simon G. Hodder
6756788;Joey C. Y. So
6756789;Pankaj Kumar
6756790;Aparna Misra
6756791;Ramil Bhardwaj
6756792;M. N. Kamalasanan
6756793;S. C. Jain
6756794;Suresh Chand
6756795;R. P. Tandon
6756796;Jan Hammerschmidt
6756797;Thomas Hermann 0001
6756798;Chih-Long Lin
6756799;Mao-Jiun J. Wang
6756800;Yen-Yu Kang
6756801;Chin-Chiuan Lin
6756802;Fuxiang Wei
6756803;Xiaobo Zhang
6756804;Wenqing Zhu
6756805;Xueyin Jiang
6756806;Ronald R. Mourant
6756807;Najla Ahmad
6756808;Beverly K. Jaeger
6756809;Yingzi Lin
6756810;Loïc Caroux
6756811;Ludovic Le Bigot
6756812;Nicolas Vibert
6756813;Cyriel Diels
6756814;Guan-Ming Li
6756815;Xing-Heng Xia
6756816;Miao Xu
6756817;Lei Wang
6756818;Jun-Biao Peng
6756819;Gwang-Soo Hong
6756820;Yuhei Shimada
6756821;Junichi Ishino
6756822;Shinya Shirasaki
6756823;Takuyuki Irie
6756824;Akihiko Kikuchi
6756825;Tae Kwang Park
6756826;Xia Chen
6756827;Tao He
6756828;Hongwei Jiang
6756829;Biming Wei
6756830;Guofei Chen
6756831;Xingzhong Fang
6756832;Cheol-Hee Moon
6756833;Han-Chiang Wu
6756834;Ying-Lien Lee
6756835;Chih-Hsiang Hsu
6756836;Her-Chang Chao
6756837;Tzuo-Yau Fan
6756838;S. Camille Peres
6756839;Daniel Verona
6756840;Tariq Nisar
6756841;Paul Ritchey
6756842;Zhen Qiu
6756843;Wibool Piyawattanametha
6756844;Shih-Chun Lo
6756845;Yu-Tang Hu
6756846;Chih-Liang Pan
6756847;Cheng-Yao Lo
6756848;Kamran Babar
6756849;Rehan Hafiz
6756850;Khawar Khurshid
6756851;Awais M. Kamboh
6756852;Ali Hassan
6756853;Farhan Riaz
6756854;Byeungwoo Jeon
6756855;Ken-Chung Ho
6756856;Astrid J. A. Lubeck
6756857;John F. Stins
6756858;Dieter Cuypers
6756859;Fatih Basçiftçi
6756860;Ayse Eldem
6756861;Harold H. Greene
6756862;James M. Brown
6756863;Bryce A. Paradis
6756864;Hein A. M. Daanen
6756865;Frank B. ter Haar
6756866;Chen Liu
6756867;Guangxi Zhu
6756868;Deming Liu
6756869;Wei Zhang
6756870;Wen Wen
6756871;Hui Lin
6756872;Chien-Chih Kao
6756873;Yan-Kuin Su
6756874;Chuing-Liang Lin
6756875;Jian-Jhong Chen
6756876;Fareadon Zardawi
6756877;Julian M. Yates
6756878;Hua-Chen Chai
6756879;Jui-ying Wang
6756880;Chien-Jung Chen
6756881;Yu-Hung Liu
6756882;Ching-Wen Chen
6756883;Cheng-Wei Lin
6756884;Yu-Mei Huang
6756885;Hyundae Hah
6756886;Manhee Han
6756887;Seung S. Lee
6756888;Jung-Ki Park
6756889;Peter J. Werkhoven
6756890;Jan B. F. van Erp
6756891;Tom G. Philippi
6756892;Bing-Jian Wang
6756893;Yao-Sheng Lee
6756894;Ji-Hae Kim
6756895;P. J. Feenstra
6756896;Ronald N. H. W. van Gent
6756897;Dewei Zhao
6756898;Shufang Song
6756899;Chao Xu
6756900;Xiaowei Sun
6756901;Dong-Kyun Shin
6756902;Jin-Young Lee
6756903;Gi-Eun Kim
6756904;Jongwoon Park
6756905;Olivier Borg
6756906;Remy Casanova
6756907;Camille Coton
6756908;Charlie Barla
6756909;Reinoud J. Bootsma
6756910;Willem Bles
6756911;Eric L. Groen
6756912;R. M. Taylor
6756913;K. H. Church
6756914;M. I. Sluch
6756915;Su-Hua Yang
6756916;Chyi-Chung Wu
6756917;Chien-Fa Lee
6756918;Mine-Huang Liu
6756919;Xi Tu
6756920;Xiangkai Fu
6756921;Qinglong Jiang
6756922;Chang-Yu Huang
6756923;Yibo Qiu
6756924;Li Zhan
6756925;Xiao Hu
6756926;Shouyu Luo
6756927;Yuxing Xia
6756928;S. M. Feng
6756929;T. Chen
6756930;WenGuo Zou
6756931;Zhong Sen Yang
6756932;Meng Kai Lü
6756933;Feng Gu
6756934;Shu Fen Wang
6756935;Shaoling Qin
6756936;Shu Ge
6756937;Hanchun Yin
6756938;Jing Wang
6756939;Yupin Liu
6756940;Xin Chen
6756941;David Poirier-Quinot
6756942;Gaëtan Parseihian
6756943;Brian F. G. Katz
6756944;Tsuneto Iwasaki
6756945;Toshiaki Kubota
6756946;Akihiko Tawara
6756947;Xiangguo Li
6756948;Yue Shi
6756949;Jin Wang
6756950;Jiaji Wu
6756951;Zhensen Wu
6756952;Jechang Jeong
6756953;Gwanggil Jeon
6756954;Filip A. Sala
6756955;Anatoly Lapchuk
6756956;Victor Yurlov
6756957;G. A. Pashkevich
6756958;A. Prygun
6756959;A. A. Kryuchyn
6756960;Sergiy Shylo
6756961;Nan-I Wu
6756962;Min-Shiang Hwang
6756963;Akihiro Sugiura
6756964;Masaru Miyao
6756965;Tetsuya Yamamoto
6756966;Hiroki Takada
6756967;Anni Sassi
6756968;Perttu Pöyhönen
6756969;Sini Jakonen
6756970;Sini Suomi
6756971;Tolga K. Çapin
6756972;C. Alejandro Párraga
6756973;Jordi Roca-Vila
6756974;Cheng-hua Tsai
6756975;Jui-che Tsai
6756976;Thai Son Nguyen
6756977;Yanbing Hou
6756978;Lijian Meng
6756979;Xurng Xu
6756980;Jianyong Ouyang
6756981;Ricardo Vergaz
6756982;David Barrios
6756983;José M. Sánchez Peña
6756984;Cristina Pozo-Gonzalo
6756985;Maitane Salsamendi
6756986;José A. Pomposo
6756987;Fengwen Kang
6756988;Haoyi Wu
6756989;Guifang Ju
6756990;Nana Li
6756991;Kyung Joon Kwon
6756992;Min Beom Kim
6756993;Cheon Heo
6756994;Seong Gyun Kim
6756995;Jong Sang Baek
6756996;Young Hwan Kim
6756997;Reiji Hattori
6756998;Lúcia Gomes
6756999;Ana Marques
6757000;Aida Branco
6757001;Jorge Araújo
6757002;Mário Simões
6757003;Susana Cardoso
6757004;Fernando Silva
6757005;Inês Henriques
6757006;César A. T. Laia
6757007;Cláudia Costa
6757008;Sang-Kyeong Yun
6757009;Jonghyeong Song
6757010;Kiun Lee
6757011;Injae Yeo
6757012;Seungdo An
6757013;Akemi Tamanai
6757014;Sebastian Beck
6757015;Annemarie Pucci
6757016;Ching-Ming Hsu
6757017;Wen-Tuan Wu
6757018;Hsin-Hui Lee
6757019;Marino Menozzi
6757020;Esther Bergande
6757021;Jutta Bonan
6757022;Philipp Sury
6757023;Helmut Krueger
6757024;Yu-Ting Lin
6757025;Richard J. Koubek
6757026;Chul-Woo Park
6757027;Jee-Youl Ryu
6757028;Li Xuan
6757029;Yuji Nojiri
6757030;No Kap Park
6757031;Suk In Yoo
6757032;Celine Vanhaverbeke
6757033;Rik Verplancke
