:END_ID;:START_ID;volumeNo:int;year:int
1771;9046542;5;2011
13245;9046536;3;2017
15966;9046527;3;2016
1362;9046539;3;2010
5726;9046525;4;2014
11228;9046539;4;2007
14949;9046541;4;2016
4242;9046538;4;2012
3127;9046540;4;2002
1696;9046540;3;2018
6557;9046540;2;2018
12273;9046529;4;2001
16407;9046532;5;2013
15378;9046528;2;2013
8278;9046533;1;2017
18747;9046537;1;2016
17972;9046532;5;2009
11441;9046532;2;2002
16151;9046534;3;1994
19776;9046532;4;1996
10047;9046541;1;2010
12195;9046538;5;2003
13659;9046527;4;1999
18198;9046543;5;2010
19297;9046531;3;2013
17350;9046535;5;2018
17808;9046532;4;1998
17588;9046526;1;2009
15852;9046537;2;2012
1458;9046531;4;2016
6089;9046536;5;2001
18201;9046539;3;2016
4886;9046538;5;2006
19545;9046531;5;2017
17319;9046539;4;1999
598;9046528;5;1974
7693;9046541;2;2018
10774;9046537;3;2001
10257;9046528;1;2010
7586;9046543;2;2019
1982;9046544;1;2009
17348;9046525;4;2015
14048;9046525;1;1990
3033;9046525;1;2013
5445;9046530;4;2016
13594;9046540;2;2003
5996;9046539;2;2018
17347;9046527;2;2010
15442;9046532;1;2019
9701;9046537;2;2013
9063;9046536;2;2018
11787;9046526;3;2014
18671;9046527;3;1989
8623;9046525;1;2018
3733;9046537;5;2008
6811;9046535;4;2006
18200;9046533;5;2012
19385;9046543;5;2017
3938;9046542;2;2004
1290;9046536;5;1993
15040;9046531;4;2016
17843;9046524;5;1994
1265;9046534;2;2004
12547;9046531;4;2004
5905;9046537;5;2005
4734;9046542;5;2016
1985;9046529;4;2010
4695;9046526;4;2018
15216;9046530;5;2018
5015;9046543;1;2019
6;9046543;3;1987
17484;9046539;5;2011
10620;9046544;2;2005
8650;9046539;2;2018
9529;9046536;2;2010
1803;9046534;4;2010
16544;9046544;3;2012
6188;9046542;1;2015
4384;9046540;3;2002
376;9046537;1;2004
1738;9046529;5;2017
7653;9046538;2;1992
10432;9046539;5;2001
1052;9046524;5;2018
9875;9046536;3;2006
135;9046526;3;1981
7801;9046534;4;2019
5831;9046540;1;2009
12993;9046538;4;2012
18659;9046541;2;2011
13821;9046543;5;1994
17585;9046524;2;1988
17441;9046535;3;2010
11388;9046527;4;2008
15732;9046528;3;2012
8151;9046541;1;2013
12448;9046536;3;2014
6194;9046536;5;2004
955;9046526;1;1979
1281;9046524;4;2004
1762;9046527;3;2015
4905;9046537;5;2011
6935;9046540;1;1998
6592;9046543;2;2000
16105;9046538;4;2017
3631;9046527;3;2012
3229;9046526;4;2016
5201;9046527;1;2016
2510;9046532;3;2011
1880;9046529;3;2010
3001;9046541;5;2002
8589;9046525;3;2017
6675;9046542;5;2001
9646;9046530;4;2007
7532;9046544;1;2018
1878;9046544;5;2015
15183;9046541;5;2007
13239;9046532;1;2012
8913;9046531;5;2016
11068;9046535;5;2001
6677;9046534;4;2018
19588;9046524;3;2017
14256;9046538;3;2017
12650;9046526;2;1993
7977;9046525;2;2006
3329;9046530;5;2014
16779;9046531;4;2017
12312;9046537;1;2014
8136;9046535;2;2017
17113;9046538;2;2010
11872;9046542;1;2010
10572;9046532;5;2001
3779;9046532;4;2009
8694;9046526;4;2017
14969;9046524;4;2017
6553;9046529;2;2005
8261;9046540;1;2015
4079;9046543;4;2018
4671;9046535;1;1997
12243;9046540;5;2013
2217;9046531;1;2016
3182;9046525;3;2011
16204;9046527;2;1991
14980;9046541;5;2006
19558;9046538;2;2013
7950;9046526;5;2019
2451;9046539;5;2014
14510;9046538;3;2014
3147;9046538;3;2012
9128;9046524;3;2000
13906;9046533;3;2016
5084;9046540;4;2019
12781;9046527;5;2014
98;9046528;1;1976
3928;9046544;4;2014
15396;9046534;2;2017
8222;9046543;4;1999
4614;9046526;1;1984
16440;9046531;4;2012
181;9046540;4;1980
14377;9046537;5;2002
11069;9046540;5;1991
12508;9046543;5;2015
1543;9046536;3;2016
19469;9046531;3;2015
6223;9046540;1;2016
6436;9046541;4;2018
18918;9046526;4;2016
18687;9046539;4;2013
8668;9046526;4;2018
2988;9046539;3;2010
15468;9046534;4;2015
9105;9046531;3;2014
10761;9046527;2;2007
18207;9046528;4;2017
10677;9046541;1;2014
11173;9046530;3;2010
14065;9046524;4;2002
17603;9046528;2;2007
16192;9046532;3;2013
5753;9046538;5;2018
16504;9046527;2;2014
2814;9046536;1;2014
19626;9046535;2;2013
11526;9046531;2;2004
8597;9046534;2;2014
6049;9046536;2;2004
17280;9046525;4;2006
13182;9046535;4;2012
1606;9046540;4;2006
4720;9046528;3;2018
12297;9046538;5;2014
12144;9046539;4;2014
1105;9046529;3;1998
2018;9046539;3;2018
7369;9046535;3;2017
8716;9046535;4;2014
12455;9046525;1;2017
4773;9046544;3;2007
9158;9046544;5;2018
11623;9046540;5;2001
17659;9046537;5;2012
16985;9046531;5;2019
12381;9046536;3;2018
19605;9046525;5;2017
5502;9046541;1;2008
9830;9046540;2;2008
5575;9046543;2;2002
10651;9046532;3;2010
16615;9046535;3;2015
15827;9046528;4;1998
1577;9046528;3;2015
4966;9046537;5;2017
19601;9046542;2;2018
7412;9046539;4;2015
3854;9046535;2;2010
15267;9046534;1;2004
7790;9046541;4;2018
10516;9046539;3;2004
9625;9046526;1;2013
8182;9046525;4;1987
6084;9046527;3;2012
6231;9046533;5;2013
992;9046531;2;1977
4732;9046540;3;2013
9238;9046528;1;2015
18263;9046526;4;2018
14787;9046534;1;2010
13036;9046540;3;2018
14905;9046539;2;2005
17866;9046535;1;2016
10541;9046533;3;2001
2127;9046536;4;2015
14038;9046531;5;2000
14458;9046529;2;2012
13383;9046528;1;1999
12723;9046538;4;2011
7482;9046538;4;2014
8841;9046539;4;2012
9454;9046542;1;2011
1424;9046531;1;2018
9175;9046544;3;2015
7390;9046529;2;1990
2670;9046532;5;2001
13548;9046539;5;2014
17649;9046540;5;2015
7935;9046532;3;1986
488;9046538;1;2003
19427;9046544;4;2000
8672;9046528;5;2017
13332;9046541;3;2008
1813;9046534;3;2017
8033;9046542;4;2018
2870;9046541;5;2008
9840;9046531;3;2009
19851;9046525;1;2018
12295;9046538;1;2007
3462;9046531;1;2001
4521;9046533;2;2010
12892;9046534;5;2014
19805;9046542;4;1993
18183;9046524;1;2018
3327;9046524;2;2007
4417;9046529;2;1999
3580;9046541;5;2014
12539;9046532;2;1996
5337;9046542;5;2015
388;9046540;4;2004
4906;9046544;4;2014
10591;9046543;4;2000
3242;9046537;4;2004
1250;9046526;5;2008
11874;9046532;1;2014
14081;9046531;3;2006
3674;9046535;2;2018
7394;9046524;4;2013
18544;9046534;4;2012
2261;9046527;2;2013
14873;9046525;1;1995
10844;9046538;1;2007
4139;9046540;3;1990
17706;9046538;2;1992
14192;9046530;4;2007
1777;9046539;4;2007
2991;9046527;2;2016
7751;9046533;5;2016
3445;9046539;2;2013
8685;9046537;2;2017
1860;9046537;4;2006
13170;9046534;2;2013
11751;9046541;3;2009
12461;9046536;1;2001
18246;9046541;2;2014
10912;9046528;1;2000
18382;9046529;3;2019
15164;9046544;3;1989
1719;9046534;2;2018
18483;9046533;1;2008
6771;9046524;2;2016
998;9046535;2;1992
18361;9046526;2;2014
12080;9046543;2;2018
13700;9046525;4;2017
1564;9046538;5;2016
1028;9046535;2;2003
17504;9046543;2;2019
5769;9046540;4;2000
3027;9046533;5;2018
9787;9046533;1;2005
9359;9046538;4;2009
1914;9046542;4;2008
17073;9046525;2;2007
12121;9046536;5;2018
5969;9046535;1;2017
5680;9046524;1;2003
11599;9046532;5;2015
18704;9046540;3;2019
11248;9046544;4;2003
846;9046543;4;2008
18546;9046533;1;2019
9834;9046525;4;2001
8389;9046540;2;2010
4291;9046525;2;2017
18322;9046542;1;2009
7738;9046532;2;2019
10034;9046526;3;2002
17847;9046540;1;2011
883;9046541;5;2002
2533;9046528;1;2018
10063;9046541;4;2006
18721;9046530;3;2017
4621;9046532;3;1989
13595;9046532;1;2011
11853;9046524;3;2018
7051;9046537;4;1999
8927;9046532;5;2018
10216;9046537;1;2011
997;9046539;3;2001
19101;9046528;3;2011
83;9046543;4;1986
19249;9046538;2;2017
17014;9046543;3;2011
8445;9046534;3;2016
4396;9046525;4;2014
2894;9046536;3;2012
13547;9046539;3;2012
9729;9046539;4;2015
7471;9046540;4;2018
10559;9046534;5;2017
16629;9046531;1;2015
1184;9046524;5;1997
5645;9046529;4;2015
7382;9046534;4;2018
11159;9046531;1;2013
6737;9046529;5;1995
8997;9046538;2;2015
6040;9046535;5;2016
11616;9046526;2;2002
17418;9046535;3;2013
15458;9046524;1;2014
838;9046526;3;2001
3061;9046541;3;2014
1537;9046540;4;2015
4638;9046527;1;2018
19862;9046542;2;2019
978;9046524;3;2017
8247;9046530;4;2015
5511;9046536;4;2018
4983;9046527;3;2012
7533;9046530;2;2012
6871;9046534;4;1994
3313;9046528;2;2013
18085;9046538;1;1998
6897;9046531;4;2015
16320;9046540;4;1998
3754;9046530;4;2009
15004;9046531;2;1993
2754;9046538;5;2008
1620;9046536;2;2011
9022;9046537;1;2009
3598;9046533;5;2005
14932;9046533;2;1994
8436;9046537;5;2016
19486;9046535;4;2014
1952;9046525;1;2013
18569;9046533;4;2008
12292;9046535;4;2016
10791;9046529;4;2010
8465;9046525;5;2017
14853;9046542;1;2005
11529;9046543;5;1995
5161;9046526;3;2014
4189;9046524;5;2017
6696;9046542;4;2018
10370;9046533;4;2004
12157;9046533;1;2005
11026;9046543;4;2016
17189;9046535;1;2013
1818;9046541;5;2012
11156;9046543;1;2012
3072;9046542;1;2013
18749;9046528;5;1994
7778;9046537;3;2018
3339;9046532;2;2001
3922;9046526;1;1992
14645;9046531;3;2000
10478;9046536;5;2003
12722;9046536;2;1993
10487;9046533;3;2013
884;9046532;2;2015
6325;9046535;5;2016
17753;9046530;3;2017
14579;9046531;2;2008
8328;9046536;3;2007
12873;9046524;4;2015
11052;9046528;3;1996
4118;9046538;5;2017
17747;9046524;3;2010
16534;9046535;4;2015
3232;9046530;5;2013
11790;9046533;3;1998
16330;9046538;3;2005
6054;9046524;3;2018
7526;9046531;1;2002
3006;9046543;2;2003
3799;9046526;2;2009
1397;9046542;5;1981
10968;9046544;5;2013
8040;9046524;2;2006
17522;9046533;2;2016
8627;9046530;2;19
18407;9046542;1;2015
2286;9046538;4;2018
6842;9046537;2;2006
15054;9046541;1;1999
201;9046528;4;1995
10000;9046530;5;2005
19065;9046538;4;2007
18419;9046532;2;2019
11601;9046542;4;2009
8957;9046524;4;2017
7964;9046529;5;1992
17375;9046539;4;2015
14110;9046527;3;2016
10648;9046527;4;2000
19303;9046527;1;2015
11841;9046541;5;2016
925;9046542;3;1987
5141;9046531;5;2018
8785;9046538;2;2018
18494;9046541;2;1989
12825;9046537;2;2019
17979;9046530;2;2016
16058;9046534;5;126
17422;9046536;4;1995
2279;9046528;1;2012
6017;9046531;4;2005
2825;9046524;1;2005
1062;9046535;1;1981
13013;9046533;5;2004
7608;9046534;2;2013
11482;9046529;4;2013
18723;9046537;2;2016
12058;9046540;4;2004
9582;9046528;4;2004
2252;9046529;4;2018
1041;9046539;5;1982
9420;9046543;4;2003
9532;9046524;2;2003
7681;9046533;3;2011
17200;9046540;1;2008
4233;9046544;1;2014
18691;9046539;5;2014
5014;9046530;4;2000
7921;9046536;5;2009
8279;9046538;5;2009
2265;9046534;2;2008
10583;9046532;3;2000
12167;9046536;5;2003
7884;9046539;4;2014
10988;9046544;2;2014
13283;9046535;3;1991
11048;9046543;5;1999
7393;9046527;3;2010
8842;9046535;4;2017
16635;9046541;3;2016
15570;9046525;3;2016
15454;9046535;3;2012
15374;9046531;5;2015
4292;9046527;4;2005
19651;9046538;1;2014
7359;9046542;2;1999
10351;9046537;3;2003
1609;9046533;2;2009
3163;9046537;1;2013
9047;9046535;4;2018
7775;9046543;1;2004
6081;9046529;1;2017
3422;9046541;4;2017
5091;9046544;3;2019
7103;9046544;3;2016
15908;9046543;4;2013
3966;9046544;2;2019
677;9046525;3;1978
137;9046533;2;1992
16270;9046542;5;2014
11134;9046524;5;2018
18848;9046534;3;2012
17353;9046538;5;2017
9982;9046528;5;2001
7495;9046526;3;1995
364;9046533;5;1987
12699;9046532;1;2014
15070;9046527;3;1999
805;9046528;3;1989
14666;9046531;5;2002
1709;9046526;3;2016
15679;9046524;5;2010
3845;9046534;1;2003
10386;9046532;3;2009
3209;9046526;2;2007
2549;9046532;4;2018
10788;9046542;5;2009
8868;9046528;1;2017
9102;9046543;1;2013
8798;9046530;4;2016
10616;9046539;5;2009
5458;9046535;4;2011
5108;9046543;2;2018
19344;9046541;1;2008
5009;9046543;4;2019
6394;9046527;2;2014
17946;9046526;1;2013
12172;9046527;1;2012
9774;9046544;5;2014
3648;9046532;3;2012
12605;9046540;4;2018
10445;9046542;5;2008
5738;9046532;4;2018
16913;9046531;5;2016
14780;9046531;3;2012
8435;9046527;4;2016
17481;9046525;2;2018
7032;9046538;2;2019
19308;9046527;5;2015
439;9046531;4;1998
7426;9046540;2;2011
11585;9046526;1;2015
12586;9046527;5;2005
11963;9046525;5;1989
8663;9046539;4;2017
2390;9046541;2;2013
7236;9046527;1;2015
3351;9046541;1;2015
18385;9046526;1;2016
17392;9046525;1;2018
3512;9046535;1;2004
6315;9046541;5;1994
18820;9046532;2;2014
8353;9046524;1;2016
13128;9046538;1;2018
9408;9046524;2;2011
1561;9046543;2;2015
13108;9046544;4;2018
12131;9046534;4;2014
13750;9046526;1;1996
1897;9046533;4;2010
19174;9046543;3;2016
15527;9046540;2;2018
3644;9046539;5;2010
13782;9046542;3;1990
19516;9046526;1;1996
1831;9046533;3;2015
17579;9046531;3;2013
16119;9046536;4;2018
1474;9046530;5;1996
11033;9046539;3;2013
5212;9046528;1;2018
11109;9046526;3;1995
2905;9046529;3;2018
6799;9046543;4;2018
17853;9046541;4;2006
1292;9046532;1;1981
546;9046543;3;2014
11687;9046537;3;1999
1175;9046526;2;1974
19524;9046540;5;2016
2735;9046533;4;2003
13697;9046543;5;1996
2426;9046532;1;2006
17089;9046525;2;2015
4171;9046530;2;2019
11733;9046525;2;1999
17460;9046537;3;2012
14069;9046530;1;2012
18855;9046536;5;2009
15220;9046539;4;2012
4554;9046526;4;1986
11315;9046542;5;2019
2190;9046524;5;2012
5004;9046531;2;2012
19233;9046529;4;2011
8431;9046534;1;1999
15092;9046543;2;1993
3941;9046524;5;2012
6323;9046543;3;2000
19638;9046526;4;2015
4480;9046532;3;2011
14197;9046542;3;2009
7895;9046535;3;2011
14415;9046529;2;2005
1173;9046534;2;1987
14247;9046538;4;2014
713;9046544;1;2019
12713;9046543;5;2006
8750;9046538;5;2017
2540;9046531;4;2001
7957;9046524;5;2017
13814;9046534;4;2014
17985;9046535;3;2012
12839;9046533;3;2018
13879;9046530;5;2014
19146;9046533;4;2016
10629;9046525;2;2013
9355;9046543;3;2016
11151;9046541;3;2010
21;9046540;1;1976
5409;9046541;4;1990
14534;9046524;5;2010
15718;9046544;2;2011
19171;9046528;2;2018
8763;9046544;3;2018
776;9046535;5;1992
10205;9046538;1;2012
406;9046532;2;2009
16883;9046544;5;2012
16092;9046537;3;2018
16328;9046532;1;2018
18250;9046543;4;2009
18211;9046532;3;2010
17060;9046525;4;1997
16178;9046529;4;1988
1279;9046526;2;2001
4944;9046524;1;2015
16634;9046531;4;2015
14002;9046530;2;1995
14633;9046535;2;1992
15059;9046540;2;1989
608;9046537;1;1978
13772;9046531;3;2017
2780;9046541;4;2013
8871;9046531;4;2009
6108;9046526;1;1999
18965;9046544;3;2006
17629;9046542;2;2013
9920;9046541;1;2009
4249;9046526;3;2014
5017;9046524;4;2019
9269;9046541;3;1997
4414;9046539;2;2015
11305;9046535;4;2012
16646;9046536;3;2014
16087;9046542;3;2012
441;9046544;4;1972
10993;9046539;3;2013
16739;9046539;4;2011
15010;9046533;3;1988
4844;9046538;3;2016
16061;9046533;3;2013
16949;9046527;5;2010
10454;9046544;1;2003
7049;9046535;4;2010
17677;9046534;3;2017
6250;9046542;3;2017
3437;9046544;3;2018
6388;9046530;5;2019
19284;9046528;5;2008
6192;9046529;4;2017
11179;9046533;5;2000
7253;9046538;4;2014
18327;9046529;4;2001
7489;9046528;2;2000
11931;9046533;4;2007
11852;9046538;3;2009
16616;9046543;2;1988
2461;9046536;4;2016
18318;9046537;1;2016
9577;9046543;3;2011
28;9046528;4;2017
3388;9046541;2;2008
1568;9046532;5;2013
7811;9046528;2;2007
3526;9046530;5;2014
8541;9046538;4;2016
6543;9046524;2;2010
9250;9046525;1;2018
10494;9046537;5;2008
18841;9046535;5;2014
16535;9046530;3;1988
9805;9046529;2;2014
17027;9046540;4;1988
16224;9046525;3;2018
587;9046531;2;1973
3871;9046542;4;2003
16577;9046529;5;2013
12876;9046535;2;2010
6689;9046542;3;2007
17692;9046533;1;1993
10838;9046541;2;2005
9770;9046536;3;2006
16172;9046542;4;2012
4123;9046530;1;2018
9394;9046535;4;2010
18714;9046534;1;2007
8084;9046543;2;2000
451;9046540;3;1977
18373;9046527;5;2017
10740;9046530;3;2010
11831;9046539;2;2009
19497;9046540;2;2017
2791;9046538;3;2013
3046;9046530;3;2017
9163;9046536;1;2015
9809;9046533;2;2011
19219;9046539;2;2016
15619;9046542;2;2010
11005;9046527;2;2014
479;9046540;3;2007
320;9046543;3;1993
15327;9046537;4;2018
17232;9046541;3;1994
3007;9046538;2;2015
3039;9046541;1;2012
6932;9046529;2;2018
15532;9046525;5;2010
8664;9046532;2;2018
6211;9046527;4;2010
6906;9046542;2;2011
13041;9046538;2;2013
17651;9046531;3;2008
14312;9046526;1;1992
10759;9046524;4;2018
5223;9046542;3;2014
1097;9046524;3;2009
10976;9046531;3;2015
10237;9046537;1;2009
12507;9046531;5;2017
8486;9046543;5;2011
10638;9046534;1;2002
7784;9046543;3;2019
10296;9046544;4;2000
6456;9046539;4;2010
7428;9046544;5;2016
5216;9046531;2;2003
17982;9046542;1;2014
7333;9046542;5;2007
5708;9046537;4;2014
6473;9046529;4;2013
15485;9046544;5;2014
12126;9046540;2;2006
14064;9046526;1;2004
6690;9046543;3;2019
4644;9046529;3;2016
1303;9046537;5;1990
14213;9046531;3;2001
12156;9046544;5;2010
14302;9046537;1;2005
14488;9046534;2;2008
6349;9046528;1;2007
9841;9046543;3;2017
7690;9046538;3;2019
16596;9046528;5;2016
6119;9046527;5;2018
8953;9046532;1;2011
11146;9046530;4;2015
14708;9046537;4;1998
4908;9046534;5;2012
19365;9046533;2;2007
14521;9046541;4;2015
1421;9046529;4;2003
17003;9046542;2;2009
5923;9046526;3;2017
9469;9046533;5;2011
14834;9046528;1;2002
8980;9046531;4;2017
2500;9046527;3;2012
9974;9046524;2;2003
4780;9046534;3;2003
2724;9046532;4;2003
452;9046527;1;1973
19038;9046529;5;2008
2147;9046530;1;2016
8556;9046537;4;2014
12920;9046539;1;2014
10645;9046543;2;2003
13073;9046544;3;2013
14770;9046540;4;1991
11929;9046541;1;2015
19230;9046538;2;2016
13244;9046541;3;2001
3542;9046532;2;2019
3287;9046535;2;2019
9554;9046543;1;2009
17474;9046531;4;2018
6710;9046527;5;1989
14019;9046536;3;2018
11019;9046536;3;1998
6823;9046528;5;2006
12291;9046536;5;2013
12174;9046524;3;2017
13743;9046538;2;2005
6722;9046544;4;2014
862;9046542;1;2003
12380;9046542;1;2018
9509;9046540;1;2005
10022;9046530;1;2004
3255;9046524;5;2009
13397;9046528;4;2007
11499;9046538;4;1997
9869;9046533;4;2015
10176;9046530;4;2002
607;9046530;5;1997
8511;9046530;5;2009
7083;9046527;3;2017
19296;9046536;1;2003
9712;9046540;5;2007
10851;9046536;1;2006
10180;9046540;4;2017
9208;9046529;4;2005
4289;9046540;3;2014
16709;9046541;1;2015
19809;9046537;3;2016
12480;9046542;3;2005
7023;9046525;4;1987
2674;9046532;5;2008
855;9046537;5;2006
10817;9046533;5;2011
6011;9046527;4;2003
8403;9046540;5;2014
5358;9046540;4;2017
13825;9046538;2;2015
7658;9046541;3;2018
5163;9046540;2;2004
4230;9046526;3;2001
12179;9046544;5;2009
13534;9046526;5;2001
4750;9046531;3;2002
12075;9046524;4;2016
6139;9046544;5;2000
17219;9046534;3;2011
2523;9046543;2;2015
18056;9046533;1;2013
953;9046535;5;1988
12712;9046529;4;2014
6934;9046544;4;2019
13885;9046524;2;2003
5610;9046540;5;1990
17274;9046531;1;2016
3612;9046532;5;2005
5729;9046532;4;2018
11463;9046525;2;2004
14671;9046536;4;1994
5760;9046530;4;2004
12175;9046526;5;2009
4078;9046524;3;2015
18443;9046536;1;2018
4546;9046537;2;2019
3068;9046534;5;2014
890;9046534;5;1995
7156;9046533;1;2019
18369;9046527;5;2006
2932;9046541;4;2013
13798;9046532;3;2015
15232;9046531;4;2015
1844;9046535;2;2013
18425;9046530;3;1996
14431;9046527;4;2016
10347;9046539;1;2008
10905;9046528;5;2013
12655;9046525;1;2013
13841;9046531;5;1993
7116;9046528;4;1986
12556;9046537;3;1995
4456;9046525;1;2002
69;9046538;5;2016
11387;9046527;5;2014
7676;9046540;1;2018
6517;9046536;5;2017
9845;9046528;5;2015
18447;9046538;4;2018
14721;9046530;2;2000
14463;9046524;1;2016
6683;9046526;2;2001
6296;9046544;1;2007
12954;9046527;5;1996
11961;9046529;5;2015
8877;9046541;1;2001
16264;9046543;4;2015
10014;9046540;1;2014
16062;9046533;4;2017
10271;9046538;1;2012
16895;9046536;5;2015
11287;9046530;2;2017
12548;9046529;1;2005
16967;9046534;2;2011
15463;9046524;4;2019
9103;9046532;5;2006
13216;9046525;2;2000
10606;9046526;4;2002
5657;9046538;4;2009
14459;9046527;5;2005
17803;9046544;1;2016
16552;9046524;4;2016
6357;9046540;2;1997
17568;9046538;5;2000
19669;9046535;1;2018
5777;9046533;1;2007
5978;9046544;2;2005
17408;9046539;5;2010
18509;9046530;2;1997
18734;9046531;3;2018
6186;9046540;1;2018
433;9046541;1;1977
7457;9046532;1;1993
558;9046535;1;1971
6504;9046536;3;2017
13960;9046541;5;2006
12299;9046525;2;2011
9287;9046528;4;2009
18398;9046538;5;2009
6965;9046531;1;2017
19127;9046543;5;2008
19451;9046528;4;2013
6387;9046536;3;2005
8355;9046540;2;2001
5287;9046528;4;2018
4962;9046532;2;2012
13975;9046535;5;2007
16667;9046539;1;2017
10600;9046533;2;2003
542;9046531;3;1975
7344;9046535;2;2002
4697;9046539;3;2018
14989;9046531;2;2004
2007;9046541;4;2010
8689;9046540;1;2018
11160;9046540;2;2002
14903;9046537;2;1990
10457;9046529;2;2013
3718;9046539;3;2005
13278;9046534;4;2012
2470;9046530;1;2011
17339;9046525;5;2017
10694;9046536;1;2008
2361;9046532;5;2011
17667;9046524;1;2018
12762;9046529;1;2006
422;9046533;2;1988
4106;9046543;2;2016
87;9046535;2;2017
6826;9046527;1;1994
12310;9046542;5;2012
10384;9046539;4;2005
15951;9046544;4;2014
18857;9046531;2;2010
2849;9046533;5;2006
6946;9046534;5;2018
11979;9046531;5;2015
19257;9046539;5;2009
10611;9046531;4;2008
1984;9046529;3;2008
6234;9046543;1;2018
12318;9046536;4;2004
18031;9046538;2;2016
14295;9046541;2;2005
19667;9046527;1;2000
14400;9046534;3;2011
8571;9046525;3;2016
16657;9046537;1;2011
11968;9046542;1;1989
5371;9046533;5;2016
14656;9046525;1;2011
11638;9046539;5;2011
958;9046538;5;1995
9107;9046525;5;2013
17075;9046540;2;2011
4757;9046539;4;2011
6411;9046541;1;2013
3292;9046536;2;1990
3572;9046542;3;2013
6772;9046526;3;2014
1530;9046533;1;2018
16065;9046524;1;2014
16276;9046544;3;2000
15722;9046541;4;2016
13418;9046540;2;2014
1318;9046525;5;1983
6361;9046529;2;2018
19718;9046535;2;2018
17466;9046526;4;2012
15498;9046534;4;2019
14321;9046530;3;2019
18614;9046532;1;2017
12584;9046530;5;1993
4849;9046531;1;2009
3963;9046533;2;2010
12639;9046525;5;2019
6088;9046526;2;2004
3379;9046540;4;2016
5939;9046532;2;1992
5989;9046533;2;2006
8103;9046532;4;2010
790;9046529;5;2012
10619;9046527;1;2002
14059;9046542;2;1999
4575;9046528;1;2010
2344;9046527;4;2016
4857;9046526;3;2016
14715;9046538;4;1995
4269;9046539;2;2016
5491;9046524;5;2016
9958;9046537;4;2015
3552;9046528;3;2009
10482;9046538;3;2017
16679;9046538;2;2010
1434;9046535;4;1981
12482;9046529;4;2009
16398;9046539;3;1996
3282;9046527;1;2014
5637;9046541;5;2004
7030;9046533;4;2018
7350;9046532;5;2003
16505;9046541;3;2016
641;9046535;5;1989
12366;9046530;1;2009
13194;9046525;2;2007
19817;9046544;2;2017
16166;9046531;5;2014
10729;9046543;5;2001
7600;9046542;1;2012
13755;9046527;5;2015
6311;9046540;5;2000
6571;9046529;3;1999
7781;9046537;3;1994
15018;9046543;2;1998
18787;9046528;4;2012
13035;9046539;5;2013
5667;9046529;1;2019
6723;9046542;4;2012
17283;9046541;4;2017
10704;9046541;5;2014
15729;9046525;4;2019
13946;9046525;4;1993
3931;9046538;1;2018
8385;9046533;1;2017
18153;9046525;1;2018
5962;9046527;5;1989
16546;9046532;2;1990
15081;9046527;1;2015
3402;9046538;2;2018
13732;9046525;1;1998
11477;9046537;3;2013
3896;9046544;4;2005
6351;9046535;1;2010
15678;9046535;3;2009
5577;9046529;2;2010
19715;9046525;1;2017
17887;9046536;5;1992
4439;9046525;4;2019
12262;9046539;1;2017
3576;9046538;3;2016
10706;9046525;1;2000
8992;9046534;2;2018
348;9046544;5;2005
15045;9046538;5;2014
12079;9046541;5;2014
3908;9046527;4;1998
12143;9046538;4;2009
9641;9046544;4;2006
11192;9046531;1;2013
15940;9046541;4;2015
428;9046528;2;2016
15061;9046533;5;2016
5142;9046540;5;2018
5792;9046541;5;2007
3304;9046533;4;2005
11377;9046524;2;2013
16336;9046533;5;2008
18970;9046530;5;2005
6123;9046533;3;2018
14401;9046538;4;2012
19639;9046524;5;1999
339;9046543;5;2014
17438;9046541;1;2010
10322;9046526;5;2008
17139;9046544;2;1998
6977;9046541;1;2007
13840;9046533;5;2002
13797;9046525;1;2006
12924;9046535;4;2017
10152;9046537;4;2004
12505;9046531;2;2002
7351;9046533;2;2018
19227;9046527;5;2014
12960;9046525;4;2007
4746;9046542;1;2007
6581;9046541;1;1998
6524;9046531;4;2017
15949;9046532;1;2016
15408;9046540;3;2014
10631;9046524;5;2005
189;9046530;2;1982
9301;9046544;1;2017
10786;9046528;2;2009
18890;9046531;4;2012
1132;9046537;2;1998
1120;9046539;3;1986
14452;9046541;3;2015
6151;9046527;2;2018
17780;9046541;5;2007
12990;9046538;2;2018
8380;9046524;5;2009
14442;9046525;3;2016
6513;9046530;2;2018
11861;9046533;3;2015
14515;9046525;3;1993
13582;9046539;3;2018
3226;9046542;4;2015
18976;9046543;3;2014
10950;9046532;3;1996
18084;9046528;2;2012
9938;9046544;3;2008
18942;9046542;5;2016
16547;9046532;1;2017
13087;9046538;2;1998
18342;9046542;5;2014
5202;9046538;3;2005
19236;9046544;3;2011
8005;9046532;2;2018
12141;9046531;2;2001
13573;9046537;1;2012
6896;9046539;4;2017
3860;9046525;1;2004
3385;9046541;3;2010
15020;9046540;2;2018
4175;9046538;5;2010
5258;9046533;2;1986
753;9046524;2;1996
3586;9046536;3;2008
17886;9046540;1;1995
8285;9046535;2;2013
3523;9046524;4;2006
18040;9046528;3;2009
12532;9046537;1;2007
7146;9046525;1;2017
14310;9046539;5;2005
6043;9046540;3;2004
2005;9046543;4;2008
3271;9046536;3;2018
3247;9046525;3;2015
14379;9046540;5;2018
1892;9046543;3;2016
7324;9046542;4;2017
14754;9046533;3;2004
8776;9046541;2;2013
9508;9046527;3;2007
4978;9046536;3;2005
194;9046533;4;1980
6672;9046532;4;2007
