:END_ID;city:string;:START_ID;editionNo:int;year:int
5616;Stockholm;100000004;1;2004
5618;New York;100000000;5;2016
5619;Philadelphia;100000000;4;2018
5620;Beejing;100000005;2;2019
5621;London;100000004;4;2019
5622;Stockholm;100000000;3;2010
5626;Stockholm;100000004;3;1993
5630;New York;100000006;1;2009
5631;Mumbai;100000005;4;2017
5632;Beejing;100000002;1;2018
5633;Sau Paulo;100000004;1;2018
5634;London;100000003;3;2014
5635;London;100000002;3;1987
5638;Stockholm;100000004;4;2016
5641;Sau Paulo;100000000;5;2009
5642;Sau Paulo;100000001;5;2019
5644;London;100000003;4;1996
5646;Sau Paulo;100000000;5;2018
5648;Mumbai;100000006;3;2019
5650;Stockholm;100000006;3;1988
5651;Stockholm;100000006;2;2019
5652;Bagota;100000003;5;2016
5653;Mumbai;100000003;4;2015
5654;New York;100000003;2;1998
5656;Mumbai;100000001;3;2016
5658;Stockholm;100000000;1;2016
5659;Philadelphia;100000003;5;2018
5662;Philadelphia;100000004;1;2010
5663;Mumbai;100000000;2;2009
5664;Philadelphia;100000000;5;2014
5665;Sau Paulo;100000000;5;2019
5666;Sau Paulo;100000001;2;2012
5668;New York;100000005;5;1999
5669;London;100000003;2;1988
5671;Sau Paulo;100000004;2;1997
5672;Bagota;100000006;1;2017
5673;Mumbai;100000005;5;2013
5675;Mumbai;100000005;4;2000
5676;Mumbai;100000002;2;2005
5677;Bagota;100000001;2;2017
5678;London;100000005;2;1992
5679;New York;100000000;5;1989
5681;New York;100000000;1;2017
5682;Sau Paulo;100000002;3;2018
5683;Mumbai;100000001;3;1987
5684;Bagota;100000005;5;2013
5687;Sau Paulo;100000006;2;2013
5688;Beejing;100000002;5;1995
5689;Philadelphia;100000002;4;2014
5691;Bagota;100000001;3;1998
5693;Beejing;100000006;1;2004
5694;London;100000003;2;2017
5696;Mumbai;100000000;2;2010
5697;Stockholm;100000004;4;1999
5698;Philadelphia;100000003;2;2013
5699;New York;100000003;4;2004
5702;Mumbai;100000006;3;2018
5703;Philadelphia;100000001;4;2013
5704;Sau Paulo;100000000;3;2017
5706;Beejing;100000000;2;2010
5709;Mumbai;100000002;1;2011
5713;New York;100000004;2;2005
5714;New York;100000001;5;2012
5715;Stockholm;100000002;3;1987
5716;New York;100000001;4;2006
5718;Stockholm;100000002;1;2018
5720;Sau Paulo;100000003;1;2000
5722;London;100000000;5;2014
5723;Mumbai;100000005;3;2016
5724;Bagota;100000000;4;2014
5725;Stockholm;100000000;5;1992
5730;Stockholm;100000003;5;2006
5731;Philadelphia;100000002;3;2005
5732;Stockholm;100000002;4;2011
5733;London;100000006;1;2013
5734;Sau Paulo;100000006;5;2018
5735;Stockholm;100000005;5;2009
5737;London;100000001;5;2018
5742;Mumbai;100000003;1;2017
5743;London;100000001;2;2018
5744;Sau Paulo;100000002;2;2007
5745;Sau Paulo;100000005;3;2012
5746;Mumbai;100000004;1;2012
5747;Philadelphia;100000004;2;2011
5748;Sau Paulo;100000003;1;1997
5749;London;100000004;2;2009
5751;Philadelphia;100000004;3;2001
5754;Stockholm;100000005;5;2015
5757;Stockholm;100000006;3;2016
5759;Stockholm;100000004;1;2000
5761;London;100000006;1;2013
5762;Bagota;100000001;3;2010
5763;Stockholm;100000006;1;1999
5764;Beejing;100000005;1;2017
5765;Bagota;100000006;1;2016
5767;Bagota;100000001;3;2018
5768;Mumbai;100000002;3;2018
5771;Bagota;100000002;5;2017
5772;Beejing;100000003;5;2015
5773;Mumbai;100000000;3;2019
5776;New York;100000003;3;2011
5778;New York;100000005;3;2015
5779;Bagota;100000002;3;2014
5780;New York;100000006;3;2001
5782;Beejing;100000004;4;2017
5783;New York;100000002;2;2003
5784;Mumbai;100000004;1;2005
5785;Philadelphia;100000006;1;2019
5786;Bagota;100000006;1;1992
5787;Philadelphia;100000003;4;1999
5788;Bagota;100000002;4;1987
5789;Sau Paulo;100000000;4;1991
5795;Philadelphia;100000001;3;1992
5798;Stockholm;100000003;2;2014
5799;Beejing;100000002;4;2014
5800;Philadelphia;100000003;3;2010
5801;Beejing;100000003;3;2005
5803;Bagota;100000006;5;2019
5805;Philadelphia;100000005;1;2002
5806;Philadelphia;100000006;3;2018
5807;London;100000003;5;2016
5809;Mumbai;100000001;2;2019
5812;Beejing;100000004;5;2002
5813;Sau Paulo;100000005;1;2019
5814;Philadelphia;100000004;2;2019
5815;Beejing;100000002;2;1989
5817;Sau Paulo;100000005;1;2015
5818;Bagota;100000005;5;2018
5820;Stockholm;100000003;5;2019
5821;New York;100000001;1;2018
5825;Sau Paulo;100000005;5;2014
5827;New York;100000003;4;2018
5828;Bagota;100000001;1;2005
5829;Beejing;100000005;5;2019
5830;Philadelphia;100000000;3;2018
5834;London;100000003;4;2007
5835;Mumbai;100000002;1;2000
5836;Sau Paulo;100000003;4;2019
5837;Sau Paulo;100000002;2;2010
5839;London;100000002;2;2018
5840;Stockholm;100000003;1;2006
5841;Philadelphia;100000003;5;2018
5849;Philadelphia;100000003;4;2012
5850;Sau Paulo;100000004;5;2006
5855;Philadelphia;100000001;5;2002
5858;Mumbai;100000006;3;2011
5861;Mumbai;100000001;2;2018
5864;London;100000003;3;2004
5865;Beejing;100000003;2;1998
5866;Stockholm;100000005;2;2018
5869;Bagota;100000006;3;2007
5870;Mumbai;100000004;3;2010
5871;Beejing;100000002;1;1993
5872;New York;100000001;2;1999
5873;Bagota;100000004;1;2013
5875;London;100000004;1;2017
5877;Mumbai;100000001;5;2019
5879;New York;100000004;1;2014
5881;Sau Paulo;100000001;5;2019
5882;New York;100000002;5;2000
5883;Bagota;100000003;5;2005
5884;Philadelphia;100000002;3;2016
5885;Mumbai;100000004;3;2016
5886;London;100000003;4;2018
5887;Stockholm;100000003;2;1999
5888;Sau Paulo;100000003;5;2008
5890;Stockholm;100000005;2;2018
5891;Sau Paulo;100000003;3;2003
5893;Philadelphia;100000005;1;2016
5894;Stockholm;100000003;1;2003
5896;Sau Paulo;100000006;4;2012
5897;London;100000005;5;2018
5899;Mumbai;100000001;2;2015
5900;Stockholm;100000003;2;2001
5903;New York;100000000;5;1990
5904;Philadelphia;100000006;3;2013
5909;Philadelphia;100000000;5;2010
5911;Mumbai;100000002;3;2019
5912;Beejing;100000001;2;2001
5913;Beejing;100000006;4;2005
5914;Beejing;100000005;5;2017
5915;Sau Paulo;100000004;4;2001
5918;Beejing;100000000;3;2016
5919;Stockholm;100000004;5;2019
5920;Philadelphia;100000003;5;2019
5922;Stockholm;100000004;1;2008
5924;London;100000002;3;2013
5925;Mumbai;100000006;2;2015
5929;Bagota;100000000;5;2003
5930;Philadelphia;100000004;2;2015
5931;Stockholm;100000002;2;2016
5932;New York;100000001;5;2010
5933;Stockholm;100000000;3;2011
5935;Sau Paulo;100000000;5;2018
5936;New York;100000005;1;1999
5938;New York;100000001;3;2015
5940;Stockholm;100000002;5;1997
5941;Stockholm;100000003;4;2014
5942;Sau Paulo;100000000;5;2008
5943;Mumbai;100000003;3;1995
5944;Beejing;100000005;2;2013
5945;Mumbai;100000005;1;2018
5947;Philadelphia;100000005;2;1992
5948;Philadelphia;100000004;2;1986
5949;Beejing;100000000;4;2016
5951;Bagota;100000000;5;2005
5953;Beejing;100000004;2;1999
5955;Sau Paulo;100000003;5;2015
5956;New York;100000003;1;2003
5957;Bagota;100000002;1;2014
5958;Mumbai;100000002;1;2015
5959;Bagota;100000000;3;2019
5960;Sau Paulo;100000000;1;2017
5961;Sau Paulo;100000003;3;2016
5963;Mumbai;100000005;5;2019
5964;Bagota;100000006;5;2018
5965;Philadelphia;100000006;2;2009
5967;Beejing;100000001;5;2007
5968;Beejing;100000001;4;2018
5970;London;100000001;5;2006
5971;London;100000003;5;2014
5972;Beejing;100000006;1;2017
5974;Bagota;100000002;5;2004
5975;Bagota;100000001;1;2014
5980;New York;100000001;1;2014
5981;Beejing;100000001;5;2015
5982;Sau Paulo;100000005;4;2019
5983;Bagota;100000005;4;1997
5985;Philadelphia;100000000;3;2003
5987;London;100000002;2;2013
5988;London;100000006;1;2017
5990;Sau Paulo;100000003;1;2016
5991;Mumbai;100000001;3;2014
5992;Beejing;100000005;1;2018
5994;Philadelphia;100000004;4;1992
5997;Stockholm;100000003;2;2016
5999;Sau Paulo;100000000;3;2018
6001;Sau Paulo;100000006;2;2019
6002;Stockholm;100000003;5;2014
6003;New York;100000002;2;1989
6004;London;100000001;1;2004
6005;Philadelphia;100000000;3;2004
6006;Beejing;100000001;4;2018
6007;Philadelphia;100000002;2;2019
6008;Stockholm;100000000;5;2019
6013;Philadelphia;100000002;3;2002
6014;New York;100000001;4;2016
6015;Bagota;100000003;2;1994
6016;New York;100000005;3;1998
6019;Beejing;100000002;3;2018
6020;Beejing;100000005;1;2003
6021;Philadelphia;100000006;5;2018
6022;London;100000000;2;2003
6023;Sau Paulo;100000000;4;1984
6025;Sau Paulo;100000001;4;2006
6027;Stockholm;100000000;3;2001
6028;Stockholm;100000001;2;2009
6029;Bagota;100000001;1;2012
6030;London;100000003;2;2018
6031;Mumbai;100000003;4;2018
6032;London;100000006;5;2011
6034;Sau Paulo;100000000;2;1996
6035;New York;100000002;4;2017
6036;New York;100000004;1;2014
6037;Bagota;100000006;1;2016
6038;Bagota;100000001;5;2018
6039;Sau Paulo;100000001;2;2018
6042;New York;100000003;2;2009
6044;Philadelphia;100000005;1;2009
6045;Sau Paulo;100000004;3;1999
6046;New York;100000006;3;2018
6048;Beejing;100000002;3;2017
6052;Stockholm;100000001;5;2005
6055;Sau Paulo;100000002;3;2018
6057;New York;100000006;1;2003
6058;New York;100000003;5;2018
6060;Stockholm;100000004;1;2016
6062;London;100000001;1;2018
6063;Bagota;100000001;3;2010
6064;Beejing;100000005;2;2014
6065;Stockholm;100000003;2;2004
6066;Philadelphia;100000001;2;2000
6067;Beejing;100000000;1;2017
6068;Sau Paulo;100000002;3;2017
6069;New York;100000005;1;1999
6070;New York;100000004;4;2010
6072;Mumbai;100000001;2;2017
6073;London;100000005;3;2018
6076;Beejing;100000002;2;2018
6077;Sau Paulo;100000004;3;2017
6078;Beejing;100000005;4;2001
6079;Bagota;100000004;4;2014
6085;Mumbai;100000006;3;2019
6086;London;100000005;1;2012
6087;Stockholm;100000002;3;2018
6091;New York;100000005;5;2013
6092;London;100000000;1;2013
6095;Philadelphia;100000005;3;2018
6096;Bagota;100000006;2;2009
6099;Beejing;100000004;1;2017
6100;London;100000002;1;2012
6101;Stockholm;100000002;5;2019
6102;Sau Paulo;100000004;4;2018
6104;New York;100000001;2;1990
6106;Mumbai;100000000;2;2016
6107;Philadelphia;100000000;5;2004
6109;Bagota;100000000;4;2003
6110;Sau Paulo;100000002;5;2006
6111;Mumbai;100000006;1;1995
6112;Beejing;100000004;5;2018
6113;Sau Paulo;100000005;1;2017
6114;Stockholm;100000005;5;2007
6118;Philadelphia;100000000;3;2018
6120;Stockholm;100000004;1;2013
6121;Beejing;100000001;5;2016
6122;Sau Paulo;100000006;3;2002
6124;Stockholm;100000004;3;2013
6125;New York;100000005;4;2006
6130;Philadelphia;100000000;1;2004
6131;Beejing;100000001;2;2011
6132;Mumbai;100000002;2;2019
6133;Philadelphia;100000005;3;2015
6136;London;100000005;2;2015
6141;London;100000001;4;2006
6142;Sau Paulo;100000006;2;2018
6143;Stockholm;100000001;5;2005
6144;Sau Paulo;100000005;5;2006
6145;Mumbai;100000006;2;2012
6148;London;100000001;1;1991
6150;Stockholm;100000006;3;2011
6152;Bagota;100000003;2;2006
6153;London;100000001;5;2018
6154;Stockholm;100000000;3;2017
6157;Philadelphia;100000001;4;2009
6161;London;100000003;5;2018
6163;London;100000004;3;1988
6166;New York;100000006;3;2019
6167;Stockholm;100000002;3;2005
6168;London;100000005;4;1996
6170;New York;100000005;4;2018
6171;Bagota;100000005;4;2012
6174;Bagota;100000001;3;2010
6176;Philadelphia;100000001;5;2004
6177;Sau Paulo;100000004;2;2017
6178;Bagota;100000003;4;2018
6179;Stockholm;100000001;5;2019
6181;Sau Paulo;100000001;3;2009
6182;Philadelphia;100000002;1;2019
6183;Philadelphia;100000000;4;2018
6185;New York;100000005;1;2017
6187;New York;100000001;4;2019
6189;London;100000006;5;2017
6190;Philadelphia;100000001;4;2019
6193;Beejing;100000005;1;2000
6195;Mumbai;100000002;1;1998
6197;Stockholm;100000002;4;2018
6198;Beejing;100000001;5;2016
6200;Stockholm;100000001;2;2003
6201;London;100000003;5;2018
6204;Stockholm;100000006;1;2001
6205;Beejing;100000003;3;2012
6206;Philadelphia;100000000;1;1987
6208;New York;100000003;2;2018
6212;Sau Paulo;100000005;1;2003
6213;Mumbai;100000001;1;2018
6215;Mumbai;100000006;5;2002
6218;Sau Paulo;100000001;5;1999
6227;Bagota;100000006;3;2006
6228;Bagota;100000003;4;2016
6229;New York;100000001;3;2013
6232;London;100000006;2;1987
6233;Stockholm;100000004;4;2014
6236;New York;100000006;5;2005
6238;Stockholm;100000000;3;2018
6240;Mumbai;100000001;2;2018
6242;Sau Paulo;100000005;1;1992
6243;Mumbai;100000002;3;2001
6246;Beejing;100000001;2;2018
6247;Mumbai;100000005;5;2005
6248;Bagota;100000000;1;1996
6251;Mumbai;100000006;4;2000
6252;London;100000005;3;2019
6253;Bagota;100000002;3;2019
6257;Philadelphia;100000006;2;2018
6258;Sau Paulo;100000005;4;2018
6260;Bagota;100000004;4;2011
6261;Sau Paulo;100000001;1;2011
6262;Bagota;100000005;2;2017
6263;Bagota;100000002;4;2018
6265;Philadelphia;100000000;3;2005
6266;London;100000003;1;1997
6269;Stockholm;100000003;1;2018
6270;New York;100000002;4;2018
6272;Stockholm;100000006;5;2015
6273;London;100000005;4;2007
6275;London;100000005;1;1994
6277;Mumbai;100000005;5;2017
6278;Stockholm;100000001;3;2013
6283;Sau Paulo;100000004;2;2011
6284;Mumbai;100000000;2;2018
6285;Philadelphia;100000006;1;2018
6287;New York;100000006;5;2019
6288;New York;100000001;1;2002
6289;Sau Paulo;100000003;2;2019
6290;Mumbai;100000004;4;2017
6294;New York;100000000;4;2001
6297;Mumbai;100000004;2;1988
6299;Sau Paulo;100000004;5;2018
6300;Philadelphia;100000006;3;2007
6301;New York;100000003;1;2018
6302;Mumbai;100000001;1;2004
6304;London;100000002;1;2004
6306;Bagota;100000005;1;2003
6307;New York;100000001;4;2012
6308;Stockholm;100000002;1;2007
6309;Stockholm;100000004;2;2018
6310;Sau Paulo;100000005;1;2015
6312;New York;100000006;3;2003
6319;Bagota;100000002;2;1998
6320;Bagota;100000005;3;2016
6321;Sau Paulo;100000001;1;2018
6324;New York;100000002;4;2018
6326;Sau Paulo;100000001;5;2002
6327;New York;100000002;3;2018
6328;Bagota;100000004;3;1992
6330;London;100000005;4;2018
6331;New York;100000003;5;2015
6332;Philadelphia;100000002;4;2000
6334;Sau Paulo;100000003;4;1995
6336;Stockholm;100000004;3;2006
6337;Beejing;100000006;5;2019
6343;Mumbai;100000006;5;2018
6344;Mumbai;100000002;4;2012
6346;Beejing;100000006;1;2006
6350;Philadelphia;100000002;1;2017
6353;Philadelphia;100000003;5;2000
6355;Stockholm;100000003;5;2010
6356;Stockholm;100000003;3;1999
6358;London;100000000;1;2001
6360;Sau Paulo;100000000;2;2005
6362;London;100000004;2;2019
6364;Stockholm;100000000;1;2014
6367;Bagota;100000000;4;2014
6368;Stockholm;100000002;5;2004
6369;Sau Paulo;100000001;5;2006
6370;London;100000000;2;2013
6372;Stockholm;100000001;1;2018
6374;Stockholm;100000004;2;2006
6375;Sau Paulo;100000006;1;2018
6376;Stockholm;100000006;5;2017
6378;Mumbai;100000005;1;2015
6379;Stockholm;100000003;2;2006
6380;Bagota;100000000;3;2001
6381;Stockholm;100000003;2;2019
6383;Sau Paulo;100000005;3;2014
6385;London;100000000;4;2005
6386;Mumbai;100000005;5;2019
6391;Stockholm;100000004;5;1999
6392;Sau Paulo;100000001;5;2004
6393;Philadelphia;100000002;1;1986
6399;Mumbai;100000005;3;2018
6401;London;100000006;4;2001
6402;Stockholm;100000006;2;2012
6403;Mumbai;100000001;2;2000
6405;Stockholm;100000002;2;2018
6407;Sau Paulo;100000006;2;2013
6409;Bagota;100000002;4;2002
6410;Sau Paulo;100000003;4;2003
6413;Philadelphia;100000006;2;2013
6414;Bagota;100000003;3;2019
6417;Mumbai;100000006;1;2001
6419;London;100000004;1;2017
6420;Stockholm;100000000;4;2014
6422;London;100000000;3;1985
6423;Beejing;100000003;3;2017
6424;Mumbai;100000002;2;2007
6425;Beejing;100000006;1;2009
6426;Beejing;100000005;4;1995
6427;London;100000001;3;2003
6428;London;100000003;1;2014
6429;Mumbai;100000003;5;2016
6430;Mumbai;100000006;1;2018
6431;Bagota;100000003;5;2019
6432;Mumbai;100000002;2;2016
6433;Beejing;100000003;4;2009
6434;Mumbai;100000004;1;2018
6435;New York;100000003;1;2004
6437;Mumbai;100000000;1;1994
6439;Mumbai;100000006;5;2016
6440;New York;100000006;2;2018
6441;Beejing;100000000;1;2019
6442;Beejing;100000006;2;2018
6445;Philadelphia;100000006;3;2018
6446;Beejing;100000000;1;2018
6447;Mumbai;100000001;1;2017
6448;Stockholm;100000001;4;2018
6449;New York;100000005;1;2003
6450;Bagota;100000006;4;2018
6451;Sau Paulo;100000003;3;2013
6453;New York;100000006;2;1992
6455;New York;100000003;3;2011
6460;Philadelphia;100000006;5;1999
6463;Sau Paulo;100000005;5;1985
6464;Stockholm;100000002;5;2002
6466;Sau Paulo;100000004;4;2018
6470;Bagota;100000002;3;2006
6471;Bagota;100000003;2;2019
6472;New York;100000001;3;2014
6474;New York;100000001;2;1995
6476;London;100000003;1;1998
6478;Philadelphia;100000003;1;2003
6479;Sau Paulo;100000001;5;2017
6480;Sau Paulo;100000004;3;2018
6482;Bagota;100000004;2;2000
6484;Bagota;100000005;4;2010
6485;Sau Paulo;100000000;2;2003
6487;Beejing;100000003;4;2019
6488;New York;100000000;5;2012
6489;Mumbai;100000003;1;2019
6490;London;100000000;2;2017
6491;Philadelphia;100000006;3;2018
6494;Mumbai;100000000;1;2018
6495;Sau Paulo;100000001;1;2017
6497;Philadelphia;100000002;5;2012
6500;Bagota;100000001;3;2015
6501;London;100000004;4;2019
6505;Beejing;100000005;2;1993
6507;Sau Paulo;100000005;4;2018
6508;Sau Paulo;100000005;2;2017
6511;New York;100000004;1;2019
6512;Mumbai;100000002;4;2018
6518;New York;100000004;3;2019
6519;Stockholm;100000000;3;2019
6521;Mumbai;100000005;5;2018
6522;Stockholm;100000001;1;2010
6523;New York;100000003;1;2013
6525;Stockholm;100000002;1;2009
6526;Beejing;100000001;5;2019
6527;Beejing;100000005;5;2018
6529;Mumbai;100000000;5;2017
6531;Beejing;100000000;5;2016
6534;Stockholm;100000006;2;2013
6536;Bagota;100000006;2;2003
6540;Sau Paulo;100000000;3;1997
6541;Beejing;100000002;1;1999
6544;Sau Paulo;100000004;5;2014
6545;Beejing;100000005;3;2018
6546;London;100000002;3;2016
6548;New York;100000002;3;2002
6549;New York;100000002;1;1999
6550;Stockholm;100000002;5;2008
6551;Stockholm;100000005;3;2018
6552;Bagota;100000002;4;1998
6554;Bagota;100000006;1;1984
6555;Philadelphia;100000002;5;2016
6556;Stockholm;100000005;1;2016
6558;Philadelphia;100000004;3;2017
6559;Bagota;100000002;2;2016
6560;London;100000004;4;2013
6561;Stockholm;100000006;1;2017
6564;Philadelphia;100000005;2;2018
6565;Sau Paulo;100000006;3;2000
6566;Beejing;100000002;5;1992
6568;Mumbai;100000005;4;2017
6569;London;100000003;5;2007
6570;Beejing;100000000;3;1992
6572;Beejing;100000004;4;2014
6574;Mumbai;100000005;3;2018
6575;London;100000001;2;2018
6577;Philadelphia;100000001;5;2018
6580;Sau Paulo;100000006;3;2013
6582;Sau Paulo;100000006;4;2019
6583;Philadelphia;100000003;1;1993
6584;Sau Paulo;100000000;2;2018
6585;Philadelphia;100000005;2;2016
6586;Stockholm;100000002;2;2013
6594;Stockholm;100000003;2;2012
6595;New York;100000000;5;1996
6599;New York;100000002;4;2013
6602;Mumbai;100000004;1;2012
6604;Bagota;100000003;5;2016
6607;Mumbai;100000004;3;2014
6608;Beejing;100000004;5;2005
6609;Mumbai;100000000;3;2016
6610;Sau Paulo;100000002;4;2017
6611;London;100000002;4;2019
6613;Beejing;100000003;4;2006
6614;Philadelphia;100000003;4;2008
6615;Beejing;100000001;1;2019
6617;Philadelphia;100000004;1;2018
6621;London;100000004;2;2016
6622;Mumbai;100000000;1;2018
6623;Sau Paulo;100000005;1;2019
6624;Philadelphia;100000005;4;2017
6625;Beejing;100000004;5;2016
6626;London;100000002;2;1997
6627;Sau Paulo;100000006;5;1995
6628;London;100000006;5;2012
6629;New York;100000002;2;2019
6630;Philadelphia;100000004;3;2017
6631;Stockholm;100000001;4;2018
6632;Beejing;100000004;2;2008
6636;Sau Paulo;100000002;4;1997
6637;Philadelphia;100000003;4;1998
6638;New York;100000002;4;2015
6639;Stockholm;100000003;1;1994
6640;Mumbai;100000000;3;2015
6642;New York;100000001;4;2018
6643;Stockholm;100000004;4;2018
6647;Bagota;100000004;4;2013
6649;Sau Paulo;100000005;1;2013
6651;Beejing;100000002;4;2009
6654;New York;100000005;3;2018
6655;Sau Paulo;100000005;2;2017
6656;Mumbai;100000002;5;2018
6659;Mumbai;100000000;4;2018
6661;Beejing;100000000;2;2005
6663;Bagota;100000002;2;1991
6665;New York;100000004;2;2017
6667;London;100000005;5;2017
6668;New York;100000006;1;2018
6669;Beejing;100000001;5;2011
6673;Sau Paulo;100000003;4;2010
6674;Stockholm;100000005;4;2013
6678;Bagota;100000004;2;2012
6679;Stockholm;100000002;1;2000
6681;Sau Paulo;100000006;1;2019
6682;London;100000005;5;1999
6686;Stockholm;100000001;5;1989
6687;Sau Paulo;100000002;1;2007
6688;Mumbai;100000002;5;2004
6691;Mumbai;100000002;2;2018
6692;Beejing;100000002;2;1985
6693;Mumbai;100000002;4;2018
6695;Philadelphia;100000004;2;2016
6697;New York;100000002;2;1987
6698;London;100000003;2;2013
6700;Philadelphia;100000006;5;2018
6703;Sau Paulo;100000003;2;2013
6704;Bagota;100000000;4;2014
6706;Stockholm;100000002;4;2009
6707;Mumbai;100000001;5;1994
6713;Mumbai;100000003;2;1994
6714;London;100000005;3;2018
6718;Beejing;100000000;2;2014
6720;Bagota;100000002;5;1990
6721;London;100000005;2;2009
6724;Stockholm;100000006;5;2018
6726;New York;100000004;1;2013
6728;Mumbai;100000002;1;2009
6730;Stockholm;100000005;3;2006
6731;Beejing;100000001;5;2011
6736;New York;100000004;3;2011
6739;Philadelphia;100000000;1;2015
6740;Philadelphia;100000006;2;2014
6741;Sau Paulo;100000005;4;2018
6743;Bagota;100000003;3;2009
6746;Beejing;100000004;4;2018
6747;Beejing;100000000;1;2015
6749;Stockholm;100000000;1;2016
6750;Philadelphia;100000004;3;2014
6751;Philadelphia;100000002;5;2018
6752;Sau Paulo;100000002;5;2007
6754;Mumbai;100000004;4;2014
6755;Mumbai;100000005;2;2015
6757;Sau Paulo;100000005;4;2013
6758;Philadelphia;100000000;5;2013
6759;London;100000006;5;2018
6760;Bagota;100000001;1;2009
6761;Sau Paulo;100000003;5;2019
6762;Beejing;100000002;4;2002
6763;Bagota;100000001;4;2001
6764;Stockholm;100000006;3;1991
6766;Mumbai;100000006;3;2018
6767;Bagota;100000002;3;2016
6768;London;100000002;2;2013
6769;Sau Paulo;100000006;1;2018
6770;New York;100000000;5;2018
6774;London;100000003;3;2011
6775;Mumbai;100000001;3;2018
6776;Mumbai;100000004;5;2005
6778;Beejing;100000002;4;2014
6779;London;100000002;5;2018
6781;London;100000003;5;1992
6783;Bagota;100000002;2;2013
6785;London;100000005;3;2016
6786;Stockholm;100000004;1;2001
6788;Sau Paulo;100000005;3;2007
6790;London;100000006;4;2016
6792;Beejing;100000003;1;2018
6793;Stockholm;100000003;4;2005
6796;Sau Paulo;100000002;4;2011
6797;London;100000003;5;2006
6798;Sau Paulo;100000005;2;1991
6800;New York;100000006;3;1998
6801;Beejing;100000006;2;2009
6802;Bagota;100000003;2;2013
6804;Philadelphia;100000005;3;2015
6807;Beejing;100000005;3;2018
6808;Stockholm;100000005;5;2009
6809;Mumbai;100000001;2;1989
6810;New York;100000006;2;2019
6812;New York;100000003;3;2018
6814;Philadelphia;100000003;2;2013
6815;Mumbai;100000001;4;2015
6816;Bagota;100000005;5;1994
6819;Beejing;100000003;2;2014
6824;Mumbai;100000004;2;2009
6825;New York;100000005;5;2014
6827;Stockholm;100000003;1;2018
6828;Stockholm;100000005;4;2001
6829;London;100000003;2;2004
6832;Bagota;100000002;4;1997
6833;Bagota;100000003;5;2018
6837;Beejing;100000003;4;2009
6840;Mumbai;100000000;1;2011
6841;Beejing;100000004;1;1986
6843;Sau Paulo;100000001;5;2019
6845;New York;100000000;2;2019
6846;Mumbai;100000001;3;2011
6847;New York;100000001;2;2002
6848;Beejing;100000003;4;2009
6849;Beejing;100000002;5;2019
6850;Sau Paulo;100000001;5;2012
6852;Mumbai;100000005;2;2010
6853;London;100000003;5;1986
6854;Beejing;100000002;4;2018
6855;Stockholm;100000005;3;1999
6859;Mumbai;100000001;3;2005
6861;Philadelphia;100000006;3;2015
6862;Philadelphia;100000002;1;2016
6863;Bagota;100000004;5;1994
6864;Philadelphia;100000000;3;2017
6865;Stockholm;100000002;4;2019
6866;Stockholm;100000004;4;2015
6867;Bagota;100000002;4;2002
6868;Beejing;100000004;3;2008
6869;Beejing;100000003;1;2018
6870;New York;100000003;3;2013
6872;Beejing;100000002;2;2014
6873;Philadelphia;100000001;4;1999
6875;Bagota;100000003;2;2018
6877;Stockholm;100000006;5;2018
6880;Bagota;100000003;1;2018
6881;Philadelphia;100000004;3;2014
6883;New York;100000003;4;1999
6885;New York;100000004;2;2018
6888;Bagota;100000002;4;2014
6889;London;100000001;5;2002
6891;Mumbai;100000006;4;2014
6893;Bagota;100000006;1;2018
6898;Philadelphia;100000003;4;2017
6900;New York;100000001;2;2000
6902;Bagota;100000000;5;2018
6904;Stockholm;100000001;5;2012
6908;Stockholm;100000003;3;2019
6909;Stockholm;100000005;4;1989
6910;Mumbai;100000003;4;2016
6911;Mumbai;100000006;2;2001
6912;Sau Paulo;100000004;5;2005
6913;London;100000001;5;2019
6914;London;100000005;1;2003
6915;Sau Paulo;100000004;1;2014
6916;New York;100000003;1;2013
6918;London;100000001;1;1993
6919;Mumbai;100000004;2;2016
6921;Bagota;100000004;3;2016
6922;New York;100000006;5;2008
6925;Beejing;100000003;4;2018
6927;Bagota;100000000;5;1995
6928;Mumbai;100000003;2;1998
6929;New York;100000003;4;2010
6930;Stockholm;100000005;5;2012
6937;New York;100000003;3;2013
6940;Stockholm;100000000;4;2003
6941;Stockholm;100000001;4;2018
6943;Bagota;100000003;5;2009
6944;Mumbai;100000005;5;2017
6945;Stockholm;100000006;4;1992
6947;London;100000001;2;2003
6949;Beejing;100000000;1;2003
6950;Philadelphia;100000005;4;2016
6951;London;100000005;1;2017
6952;Philadelphia;100000003;2;2018
6955;Mumbai;100000006;1;2001
6957;Bagota;100000006;1;2007
6958;London;100000004;2;2004
6960;London;100000003;4;2016
6961;Sau Paulo;100000000;1;2017
6963;New York;100000005;2;2004
6966;Beejing;100000006;3;2003
6968;Philadelphia;100000001;5;1995
6970;Mumbai;100000000;3;2009
6973;Bagota;100000003;2;2019
6974;Mumbai;100000000;4;2013
6976;Beejing;100000001;4;2003
6978;New York;100000001;4;2009
6982;London;100000002;5;2000
6985;New York;100000000;1;2003
6986;Bagota;100000001;4;2006
6987;Sau Paulo;100000001;2;1998
6988;Beejing;100000005;5;2019
6990;Mumbai;100000005;1;2014
6992;Mumbai;100000003;4;2014
6993;Stockholm;100000001;4;2013
6994;Philadelphia;100000005;5;2018
